ISO6393	Status	Pop.Size	simp.status
ahg-hwa	"Critically Endangered (60 percent certain, based on the evidence available)"	NA	critically_endangered
lig-hwe	"Threatened (20 percent certain, based on the evidence available)"	"<1,500"	threatened
ksi	"Severely Endangered (80 percent certain, based on the evidence available)"	347	severely_endangered
ian	"Threatened (100 percent certain, based on the evidence available)"	"46,000"	threatened
iby	"Vulnerable (20 percent certain, based on the evidence available)"	"60,000"	vulnerable
babu1242	"Threatened (100 percent certain, based on the evidence available)"	2500	threatened
ibn	"Threatened (20 percent certain, based on the evidence available)"	"<10,000"	threatened
ibu; ibuu1240	"Severely Endangered (20 percent certain, based on the evidence available)"	10	severely_endangered
ibr	"Threatened (20 percent certain, based on the evidence available)"	"<10,000"	threatened
arh	"Vulnerable (20 percent certain, based on the evidence available)"	"14,799"	vulnerable
idc	"Threatened (20 percent certain, based on the evidence available)"	"5,000"	threatened
tyh	"Severely Endangered (80 percent certain, based on the evidence available)"	~30	severely_endangered
igg	"Endangered (20 percent certain, based on the evidence available)"	114	endangered
ign			
ahl	"Threatened (20 percent certain, based on the evidence available)"	"6,000"	threatened
ihb		NA	
ikx	"Vulnerable (100 percent certain, based on the evidence available)"	"~16,000"	vulnerable
ikr	Dormant ()	0	dormant
ikz	"At risk (20 percent certain, based on the evidence available)"	"132,000"	at_risk
ntk	"Vulnerable (20 percent certain, based on the evidence available)"	"36,000"	vulnerable
ibe-iko	"Threatened (20 percent certain, based on the evidence available)"	5000	threatened
txi	"Endangered (20 percent certain, based on the evidence available)"	342	endangered
ilg	"Critically Endangered (100 percent certain, based on the evidence available)"	<5	critically_endangered
ili	"Critically Endangered (80 percent certain, based on the evidence available)"		critically_endangered
ilv	"Threatened (20 percent certain, based on the evidence available)"	"5,000"	threatened
imn	"Endangered (20 percent certain, based on the evidence available)"	274	endangered
dul	"Critically Endangered (80 percent certain, based on the evidence available)"	<13	critically_endangered
mzu	"Threatened (20 percent certain, based on the evidence available)"	"1,290"	threatened
inp; inap1243	"Critically Endangered (100 percent certain, based on the evidence available)"	5	critically_endangered
smn	"Endangered (100 percent certain, based on the evidence available)"	~300	endangered
idr	"Severely Endangered (20 percent certain, based on the evidence available)"	~700	severely_endangered
"inb, inj"			
izh	"Severely Endangered (80 percent certain, based on the evidence available)"	~130	severely_endangered
mont1268	"Endangered (40 percent certain, based on the evidence available)"	"10,495"	endangered
aij	"Severely Endangered (80 percent certain, based on the evidence available)"		severely_endangered
iks	"Severely Endangered (80 percent certain, based on the evidence available)"	<40	severely_endangered
ike	"Vulnerable (40 percent certain, based on the evidence available)"	"~30,000"	vulnerable
ipk	"Severely Endangered (80 percent certain, based on the evidence available)"	"26,644"	severely_endangered
ipo	"Endangered (20 percent certain, based on the evidence available)"	200	endangered
iqu	"Critically Endangered (100 percent certain, based on the evidence available)"	NA	critically_endangered
irn			
iry	"Vulnerable (20 percent certain, based on the evidence available)"	"10,000"	vulnerable
gle	"Endangered (100 percent certain, based on the evidence available)"	20000	endangered
iru	"Threatened (20 percent certain, based on the evidence available)"	"5,000"	threatened
isn	"Vulnerable (20 percent certain, based on the evidence available)"	"32,400"	vulnerable
agk	"Critically Endangered (20 percent certain, based on the evidence available)"	6	critically_endangered
isk	"Threatened (100 percent certain, based on the evidence available)"	"2,500 "	threatened
inn	"Critically Endangered (80 percent certain, based on the evidence available)"		critically_endangered
srl; isir1237	"Threatened (20 percent certain, based on the evidence available)"	"1,800"	threatened
isc	"Critically Endangered (80 percent certain, based on the evidence available)"	5	critically_endangered
1kq	"Critically Endangered (80 percent certain, based on the evidence available)"	1	critically_endangered
isth1244	"Vulnerable (20 percent certain, based on the evidence available)"	"80,000"	vulnerable
ist	"Severely Endangered (60 percent certain, based on the evidence available)"	~400	severely_endangered
ruo	"Endangered (60 percent certain, based on the evidence available)"	~300	endangered
isu	"Vulnerable (20 percent certain, based on the evidence available)"	"10,400"	vulnerable
szv	"Endangered (20 percent certain, based on the evidence available)"	800	endangered
itl	"Severely Endangered (20 percent certain, based on the evidence available)"	<20	severely_endangered
ite	"Severely Endangered (20 percent certain, based on the evidence available)"	44	severely_endangered
itr	"Endangered (20 percent certain, based on the evidence available)"	447	endangered
itx; itik1240	"Severely Endangered (20 percent certain, based on the evidence available)"	80	severely_endangered
ito	"Critically Endangered (60 percent certain, based on the evidence available)"	1	critically_endangered
itm	"Threatened (20 percent certain, based on the evidence available)"	"<10,000"	threatened
itz	"Severely Endangered (20 percent certain, based on the evidence available)"	12	severely_endangered
ibd	"Endangered (20 percent certain, based on the evidence available)"	150	endangered
iwo	"Threatened (20 percent certain, based on the evidence available)"	"1,000"	threatened
ixc	"Critically Endangered (20 percent certain, based on the evidence available)"	9	critically_endangered
"ixi, ixj, ixl"	"Vulnerable (20 percent certain, based on the evidence available)"	"69,137"	vulnerable
otz	"Endangered (20 percent certain, based on the evidence available)"	740	endangered
"zaa, zpd, zae, zaq"	"Vulnerable (20 percent certain, based on the evidence available)"	"12,900"	vulnerable
yko	"Threatened (100 percent certain, based on the evidence available)"	"<3,000"	threatened
uiv	"Endangered (20 percent certain, based on the evidence available)"	"<1,000"	endangered
ijc	"At risk (20 percent certain, based on the evidence available)"	"1,000,000"	at_risk
cbo	"Endangered (80 percent certain, based on the evidence available)"	425	endangered
dyb	Dormant 		dormant
jbt	"Severely Endangered (20 percent certain, based on the evidence available)"	~50	severely_endangered
jda	"Endangered (40 percent certain, based on the evidence available)"	"~2,000"	endangered
jah	"Threatened (20 percent certain, based on the evidence available)"		threatened
jhi	"Threatened (20 percent certain, based on the evidence available)"		threatened
"jac, jai"	"Vulnerable (20 percent certain, based on the evidence available)"	"38,350 "	vulnerable
1kx	"Threatened (20 percent certain, based on the evidence available)"	4800	threatened
	"Endangered (100 percent certain, based on the evidence available)"	500	endangered
jak	"Vulnerable (20 percent certain, based on the evidence available)"	"10,000"	vulnerable
bxl	"Endangered (100 percent certain, based on the evidence available)"	600	endangered
jcs	"Threatened (20 percent certain, based on the evidence available)"	"2,500"	threatened
jaa	"Endangered (20 percent certain, based on the evidence available)"	980	endangered
djd	"Severely Endangered (20 percent certain, based on the evidence available)"	>100	severely_endangered
jan	Awakening ()		awakening
jna	"Threatened (20 percent certain, based on the evidence available)"	"1,990"	threatened
jni	"Threatened (20 percent certain, based on the evidence available)"	"1,150"	threatened
jya			
jru	"Severely Endangered (40 percent certain, based on the evidence available)"	95	severely_endangered
jqr			
anq	"Vulnerable (80 percent certain, based on the evidence available)"	340	vulnerable
1xw	"Threatened (20 percent certain, based on the evidence available)"	"<14,000?"	threatened
ddj; jaru1254	"Endangered (100 percent certain, based on the evidence available)"	217	endangered
qvw	"At risk (20 percent certain, based on the evidence available)"	"250,000"	at_risk
jns	"Vulnerable (80 percent certain, based on the evidence available)"	"96,995"	vulnerable
jvd	"Critically Endangered (80 percent certain, based on the evidence available)"		critically_endangered
djw	"Critically Endangered (20 percent certain, based on the evidence available)"	<3	critically_endangered
djn	"Critically Endangered (100 percent certain, based on the evidence available)"	<100	critically_endangered
jyy	"Threatened (20 percent certain, based on the evidence available)"	"2,200"	threatened
pzn	"Vulnerable (80 percent certain, based on the evidence available)"	"1,460"	vulnerable
jje	"Endangered (80 percent certain, based on the evidence available)"	5000	endangered
tow	"Threatened (100 percent certain, based on the evidence available)"	"~3,000"	threatened
jek	"Severely Endangered (80 percent certain, based on the evidence available)"	"~1,500"	severely_endangered
nrf	"Threatened (20 percent certain, based on the evidence available)"	"2,874"	threatened
jee	"Endangered (20 percent certain, based on the evidence available)"	271	endangered
trg	"Threatened (20 percent certain, based on the evidence available)"	"4,450"	threatened
juo	"Threatened (40 percent certain, based on the evidence available)"	1000	threatened
shv	"Threatened (20 percent certain, based on the evidence available)"	"~5,000"	threatened
jiby1234	"Vulnerable (100 percent certain, based on the evidence available)"	NA	vulnerable
apj	"Endangered (20 percent certain, based on the evidence available)"	300	endangered
jii	"Threatened (80 percent certain, based on the evidence available)"	"33,000"	threatened
jie	"Threatened (20 percent certain, based on the evidence available)"	"<2,000"	threatened
jim	"Threatened (100 percent certain, based on the evidence available)"	2500	threatened
jmi	"Severely Endangered (60 percent certain, based on the evidence available)"	"1,000"	severely_endangered
jig	"Severely Endangered (20 percent certain, based on the evidence available)"	~10	severely_endangered
